"","yearID","teamID","lgID","Rank","G","W","L","winpercent","playoffs","payroll","dolperwin","mlbpayroll","avgpayroll","percentofmlb","mlbwin","mlbdolperwin","payrank","paydiff","percentdiff","winpercentdiff","percentofmlbdiff","payincreased","winincreased","percentofmlbincreased","payrankdiff","payrankincreased"
"259","2012","CLE","AL",4,162,68,94,0.42,"N",78430300,1153386.76470588,2932741192,97758039.7333333,0.0267,2430,1206889.37942387,20,29653734,0.608,-0.074,0.0092,"Yes","No","Yes",-6,"No"
"260","2013","CLE","AL",2,162,92,70,0.568,"Y",75771800,823606.52173913,3034525648,101150854.933333,0.025,2431,1248262.29864253,21,-2658500,-0.0339,0.148,-0.0017,"No","Yes","No",1,"Yes"
"261","2014","CLE","AL",3,162,85,77,0.525,"N",82151899,966492.929411765,3192317623,106410587.433333,0.0257,2430,1313710.95596708,21,6380099,0.0842,-0.0429999999999999,0.000699999999999999,"Yes","No","Yes",0,"No"
"262","2015","CLE","AL",3,161,81,80,0.503,"N",87663766,1082268.71604938,3514142569,117138085.633333,0.0249,2429,1446744.57348703,24,5511867,0.0671,-0.022,-0.000800000000000002,"Yes","No","No",3,"Yes"
"263","2016","CLE","AL",1,161,94,67,0.584,"Y",74311900,790552.127659575,3750137392,125004579.733333,0.0198,2427,1545174.03873094,26,-13351866,-0.1523,0.081,-0.0051,"No","Yes","No",2,"Yes"
"264","1993","COL","NL",6,162,67,95,0.414,"N",10353500,154529.850746269,901740134,32205004.7857143,0.0115,2268,397592.651675485,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","1994","COL","NL",3,117,53,64,0.453,"N",23887333,450704.396226415,927836287,33137010.25,0.0257,1599,580260.342088806,25,13533833,1.3072,0.039,0.0142,"Yes","Yes","Yes",-3,"No"
"266","1995","COL","NL",2,144,77,67,0.535,"Y",34154717,443567.753246753,951469367,33981048.8214286,0.0359,2016,471959.01140873,16,10267384,0.4298,0.082,0.0102,"Yes","Yes","Yes",-9,"No"
"267","1996","COL","NL",3,162,83,79,0.512,"N",40179823,484094.253012048,956983550,34177983.9285714,0.042,2266,422322.837599294,10,6025106,0.1764,-0.023,0.0061,"Yes","No","Yes",-6,"No"
"268","1997","COL","NL",3,162,83,79,0.512,"N",43559667,524815.265060241,1127285885,40260210.1785714,0.0386,2266,497478.325242718,12,3379844,0.0841,0,-0.0034,"Yes","No","No",2,"Yes"
"269","1998","COL","NL",4,162,77,85,0.475,"N",50484648,655644.779220779,1278282871,42609429.0333333,0.0395,2430,526042.333744856,12,6924981,0.159,-0.037,0.000899999999999998,"Yes","No","Yes",0,"No"
"270","1999","COL","NL",5,162,72,90,0.444,"N",61935837,860219.958333333,1494228750,49807625,0.0415,2427,615669.035846724,11,11451189,0.2268,-0.031,0.002,"Yes","No","Yes",-1,"No"
"271","2000","COL","NL",4,162,82,80,0.506,"N",61111190,745258.414634146,1666135102,55537836.7333333,0.0367,2428,686217.093080725,12,-824647,-0.0133,0.062,-0.0048,"No","Yes","No",1,"Yes"
"272","2001","COL","NL",5,162,73,89,0.451,"N",71541334,980018.273972603,1960663313,65355443.7666667,0.0365,2428,807521.957578254,12,10430144,0.1707,-0.055,-0.000200000000000006,"Yes","No","No",0,"No"
"273","2002","COL","NL",4,162,73,89,0.451,"N",56851043,778781.410958904,2024077522,67469250.7333333,0.0281,2425,834671.143092784,19,-14690291,-0.2053,0,-0.0084,"No","No","No",7,"Yes"
"274","2003","COL","NL",4,162,74,88,0.457,"N",67179667,907833.337837838,2128262128,70942070.9333333,0.0316,2429,876188.607657472,16,10328624,0.1817,0.00600000000000001,0.0035,"Yes","Yes","Yes",-3,"No"
"275","2004","COL","NL",4,162,68,94,0.42,"N",65445167,962428.926470588,2070665943,69022198.1,0.0316,2428,852827.818369028,14,-1734500,-0.0258,-0.037,0,"No","No","No",-2,"No"
"276","2005","COL","NL",5,162,67,95,0.414,"N",47839000,714014.925373134,2188713398,72957113.2666667,0.0219,2430,900705.102057613,24,-17606167,-0.269,-0.00600000000000001,-0.0097,"No","No","No",10,"Yes"
"277","2006","COL","NL",4,162,76,86,0.469,"N",41233000,542539.473684211,2321472617,77382420.5666667,0.0178,2429,955731.830794566,28,-6606000,-0.1381,0.055,-0.0041,"No","Yes","No",4,"Yes"
"278","2007","COL","NL",2,163,90,73,0.552,"Y",54041000,600455.555555556,2476688987,82556299.5666667,0.0218,2431,1018794.31797614,25,12808000,0.3106,0.0830000000000001,0.004,"Yes","Yes","Yes",-3,"No"
"279","2008","COL","NL",3,162,74,88,0.457,"N",68655500,927777.027027027,2684858670,89495289,0.0256,2428,1105790.22652389,20,14614500,0.2704,-0.095,0.0038,"Yes","No","Yes",-5,"No"
"280","2009","COL","NL",2,162,92,70,0.568,"Y",75201000,817402.173913043,2664726994,88824233.1333333,0.0282,2430,1096595.47078189,18,6545500,0.0953,0.111,0.0026,"Yes","Yes","Yes",-2,"No"
"281","2010","COL","NL",3,162,83,79,0.512,"N",84227000,1014783.13253012,2721359865,90711995.5,0.031,2430,1119901.17901235,16,9026000,0.12,-0.0559999999999999,0.0028,"Yes","No","Yes",-2,"No"
"282","2011","COL","NL",4,162,73,89,0.451,"N",88148071,1207507.82191781,2784505291,92816843.0333333,0.0317,2429,1146358.70358172,14,3921071,0.0466,-0.061,0.000699999999999999,"Yes","No","Yes",-2,"No"
"283","2012","COL","NL",5,162,64,98,0.395,"N",78069571,1219837.046875,2932741192,97758039.7333333,0.0266,2430,1206889.37942387,21,-10078500,-0.1143,-0.056,-0.0051,"No","No","No",7,"Yes"
"284","2013","COL","NL",5,162,74,88,0.457,"N",74409071,1005527.98648649,3034525648,101150854.933333,0.0245,2431,1248262.29864253,23,-3660500,-0.0469,0.062,-0.0021,"No","Yes","No",2,"Yes"
"285","2014","COL","NL",4,162,66,96,0.407,"N",95403500,1445507.57575758,3192317623,106410587.433333,0.0299,2430,1313710.95596708,17,20994429,0.2821,-0.05,0.0054,"Yes","No","Yes",-6,"No"
"286","2015","COL","NL",5,162,68,94,0.42,"N",95688600,1407185.29411765,3514142569,117138085.633333,0.0272,2429,1446744.57348703,22,285100,0.003,0.013,-0.0027,"Yes","Yes","No",5,"Yes"
"287","2016","COL","NL",3,162,75,87,0.463,"N",112645071,1501934.28,3750137392,125004579.733333,0.03,2427,1545174.03873094,17,16956471,0.1772,0.043,0.0028,"Yes","Yes","Yes",-5,"No"
"288","1985","DET","AL",3,161,84,77,0.522,"N",10348143,123192.178571429,261964696,10075565.2307692,0.0395,2101,124685.719181342,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","1986","DET","AL",3,162,87,75,0.537,"N",12335714,141789.816091954,307854518,11840558.3846154,0.0401,2102,146457.905803996,11,1987571,0.1921,0.015,0.000599999999999996,"Yes","Yes","Yes",-1,"No"
"290","1987","DET","AL",1,162,98,64,0.605,"Y",12122881,123702.867346939,272575375,10483668.2692308,0.0445,2105,129489.489311164,9,-212833,-0.0173,0.0679999999999999,0.0044,"No","Yes","Yes",-2,"No"
"291","1988","DET","AL",2,162,88,74,0.543,"N",12869571,146245.125,300452424,11555862.4615385,0.0428,2098,143208.972354623,10,746690,0.0616,-0.0619999999999999,-0.0017,"Yes","No","No",1,"Yes"
"292","1989","DET","AL",7,162,59,103,0.364,"N",15146404,256718.711864407,359995711,13845988.8846154,0.0421,2103,171181.983357109,10,2276833,0.1769,-0.179,-0.000699999999999999,"Yes","No","No",0,"No"
"293","1990","DET","AL",3,162,79,83,0.488,"N",17593238,222699.215189873,443881193,17072353.5769231,0.0396,2105,210869.925415677,13,2446834,0.1615,0.124,-0.0025,"Yes","Yes","No",3,"Yes"
"294","1991","DET","AL",2,162,84,78,0.519,"N",23838333,283789.678571429,613048418,23578785.3076923,0.0389,2104,291372.822243346,10,6245095,0.355,0.031,-0.000700000000000006,"Yes","Yes","No",-3,"No"
"295","1992","DET","AL",6,162,75,87,0.463,"N",27322834,364304.453333333,805543323,30982435.5,0.0339,2106,382499.203703704,19,3484501,0.1462,-0.056,-0.005,"Yes","No","No",9,"Yes"
"296","1993","DET","AL",3,162,85,77,0.525,"N",38150165,448825.470588235,901740134,32205004.7857143,0.0423,2268,397592.651675485,10,10827331,0.3963,0.062,0.0084,"Yes","Yes","Yes",-9,"No"
"297","1994","DET","AL",5,115,53,62,0.461,"N",41446501,782009.452830189,927836287,33137010.25,0.0447,1599,580260.342088806,5,3296336,0.0864,-0.064,0.0024,"Yes","No","Yes",-5,"No"
"298","1995","DET","AL",4,144,60,84,0.417,"N",37044168,617402.8,951469367,33981048.8214286,0.0389,2016,471959.01140873,11,-4402333,-0.1062,-0.044,-0.0058,"No","No","No",6,"Yes"
"299","1996","DET","AL",5,162,53,109,0.327,"N",23438000,442226.41509434,956983550,34177983.9285714,0.0245,2266,422322.837599294,22,-13606168,-0.3673,-0.09,-0.0144,"No","No","No",11,"Yes"
"300","1997","DET","AL",3,162,79,83,0.488,"N",17272000,218632.911392405,1127285885,40260210.1785714,0.0153,2266,497478.325242718,27,-6166000,-0.2631,0.161,-0.0092,"No","Yes","No",5,"Yes"
"301","1998","DET","AL",5,162,65,97,0.401,"N",24065000,370230.769230769,1278282871,42609429.0333333,0.0188,2430,526042.333744856,26,6793000,0.3933,-0.087,0.0035,"Yes","No","Yes",-1,"No"
"302","1999","DET","AL",3,161,69,92,0.429,"N",36489666,528835.739130435,1494228750,49807625,0.0244,2427,615669.035846724,21,12424666,0.5163,0.028,0.0056,"Yes","Yes","Yes",-5,"No"
"303","2000","DET","AL",3,162,79,83,0.488,"N",58265167,737533.759493671,1666135102,55537836.7333333,0.035,2428,686217.093080725,15,21775501,0.5968,0.059,0.0106,"Yes","Yes","Yes",-6,"No"
"304","2001","DET","AL",4,162,66,96,0.407,"N",53416167,809335.863636364,1960663313,65355443.7666667,0.0272,2428,807521.957578254,20,-4849000,-0.0832,-0.081,-0.0078,"No","No","No",5,"Yes"
"305","2002","DET","AL",5,161,55,106,0.342,"N",55048000,1000872.72727273,2024077522,67469250.7333333,0.0272,2425,834671.143092784,20,1631833,0.0305,-0.0649999999999999,0,"Yes","No","No",0,"No"
"306","2003","DET","AL",5,162,43,119,0.265,"N",49168000,1143441.86046512,2128262128,70942070.9333333,0.0231,2429,876188.607657472,25,-5880000,-0.1068,-0.077,-0.0041,"No","No","No",5,"Yes"
"307","2004","DET","AL",4,162,72,90,0.444,"N",46832000,650444.444444444,2070665943,69022198.1,0.0226,2428,852827.818369028,23,-2336000,-0.0475,0.179,-5e-04,"No","Yes","No",-2,"No"
"308","2005","DET","AL",4,162,71,91,0.438,"N",69092000,973126.76056338,2188713398,72957113.2666667,0.0316,2430,900705.102057613,15,22260000,0.4753,-0.00600000000000001,0.009,"Yes","No","Yes",-8,"No"
"309","2006","DET","AL",2,162,95,67,0.586,"Y",82612866,869609.115789474,2321472617,77382420.5666667,0.0356,2429,955731.830794566,14,13520866,0.1957,0.148,0.004,"Yes","Yes","Yes",-1,"No"
"310","2007","DET","AL",2,162,88,74,0.543,"N",94800369,1077276.92045455,2476688987,82556299.5666667,0.0383,2431,1018794.31797614,9,12187503,0.1475,-0.0429999999999999,0.0027,"Yes","No","Yes",-5,"No"
"311","2008","DET","AL",5,162,74,88,0.457,"N",137685196,1860610.75675676,2684858670,89495289,0.0513,2428,1105790.22652389,3,42884827,0.4524,-0.086,0.013,"Yes","No","Yes",-6,"No"
"312","2009","DET","AL",2,163,86,77,0.528,"N",115085145,1338199.36046512,2664726994,88824233.1333333,0.0432,2430,1096595.47078189,5,-22600051,-0.1641,0.071,-0.0081,"No","Yes","No",2,"Yes"
"313","2010","DET","AL",3,162,81,81,0.5,"N",122864928,1516850.96296296,2721359865,90711995.5,0.0451,2430,1119901.17901235,6,7779783,0.0676,-0.028,0.0019,"Yes","No","Yes",1,"Yes"
"314","2011","DET","AL",1,162,95,67,0.586,"Y",105700231,1112634.01052632,2784505291,92816843.0333333,0.038,2429,1146358.70358172,10,-17164697,-0.1397,0.086,-0.0071,"No","Yes","No",4,"Yes"
"315","2012","DET","AL",1,162,88,74,0.543,"Y",132300000,1503409.09090909,2932741192,97758039.7333333,0.0451,2430,1206889.37942387,5,26599769,0.2517,-0.0429999999999999,0.0071,"Yes","No","Yes",-5,"No"
"316","2013","DET","AL",1,162,93,69,0.574,"Y",145989500,1569779.56989247,3034525648,101150854.933333,0.0481,2431,1248262.29864253,5,13689500,0.1035,0.0309999999999999,0.003,"Yes","Yes","Yes",0,"No"
"317","2014","DET","AL",1,162,90,72,0.556,"Y",152855500,1698394.44444444,3192317623,106410587.433333,0.0479,2430,1313710.95596708,5,6866000,0.047,-0.0179999999999999,-0.000199999999999999,"Yes","No","No",0,"No"
"318","2015","DET","AL",5,161,74,87,0.46,"N",172284750,2328172.2972973,3514142569,117138085.633333,0.049,2429,1446744.57348703,4,19429250,0.1271,-0.096,0.0011,"Yes","No","Yes",-1,"No"
"319","2016","DET","AL",2,161,86,75,0.534,"N",194876481,2266005.59302326,3750137392,125004579.733333,0.052,2427,1545174.03873094,3,22591731,0.1311,0.074,0.003,"Yes","Yes","Yes",-1,"No"
"320","1993","FLO","NL",6,162,64,98,0.395,"N",19330545,302039.765625,901740134,32205004.7857143,0.0214,2268,397592.651675485,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","1994","FLO","NL",5,115,51,64,0.443,"N",21633000,424176.470588235,927836287,33137010.25,0.0233,1599,580260.342088806,26,2302455,0.1191,0.048,0.0019,"Yes","Yes","Yes",1,"Yes"
"322","1995","FLO","NL",4,143,67,76,0.469,"N",24515781,365907.179104478,951469367,33981048.8214286,0.0258,2016,471959.01140873,25,2882781,0.1333,0.026,0.0025,"Yes","Yes","Yes",-1,"No"
"323","1996","FLO","NL",3,162,80,82,0.494,"N",31022500,387781.25,956983550,34177983.9285714,0.0324,2266,422322.837599294,16,6506719,0.2654,0.025,0.0066,"Yes","Yes","Yes",-9,"No"
"324","1997","FLO","NL",2,162,92,70,0.568,"Y",48692500,529266.304347826,1127285885,40260210.1785714,0.0432,2266,497478.325242718,8,17670000,0.5696,0.074,0.0108,"Yes","Yes","Yes",-8,"No"
"325","1998","FLO","NL",5,162,54,108,0.333,"N",41322667,765234.574074074,1278282871,42609429.0333333,0.0323,2430,526042.333744856,17,-7369833,-0.1514,-0.235,-0.0109,"No","No","No",9,"Yes"
"326","1999","FLO","NL",5,162,64,98,0.395,"N",21085000,329453.125,1494228750,49807625,0.0141,2427,615669.035846724,29,-20237667,-0.4897,0.062,-0.0182,"No","Yes","No",12,"Yes"
"327","2000","FLO","NL",3,161,79,82,0.491,"N",19872000,251544.303797468,1666135102,55537836.7333333,0.0119,2428,686217.093080725,29,-1213000,-0.0575,0.096,-0.0022,"No","Yes","No",0,"No"
"328","2001","FLO","NL",4,162,76,86,0.469,"N",35762500,470559.210526316,1960663313,65355443.7666667,0.0182,2428,807521.957578254,26,15890500,0.7996,-0.022,0.0063,"Yes","No","Yes",-3,"No"
"329","2002","FLO","NL",4,162,79,83,0.488,"N",41979917,531391.35443038,2024077522,67469250.7333333,0.0207,2425,834671.143092784,25,6217417,0.1739,0.019,0.0025,"Yes","Yes","Yes",-1,"No"
"330","2003","FLO","NL",2,162,91,71,0.562,"Y",49450000,543406.593406593,2128262128,70942070.9333333,0.0232,2429,876188.607657472,24,7470083,0.1779,0.0740000000000001,0.0025,"Yes","Yes","Yes",-1,"No"
"331","2004","FLO","NL",3,162,83,79,0.512,"N",42143042,507747.493975904,2070665943,69022198.1,0.0204,2428,852827.818369028,25,-7306958,-0.1478,-0.05,-0.0028,"No","No","No",1,"Yes"
"332","2005","FLO","NL",3,162,83,79,0.512,"N",60408834,727817.277108434,2188713398,72957113.2666667,0.0276,2430,900705.102057613,19,18265792,0.4334,0,0.0072,"Yes","No","Yes",-6,"No"
"333","2006","FLO","NL",4,162,78,84,0.481,"N",14671500,188096.153846154,2321472617,77382420.5666667,0.0063,2429,955731.830794566,30,-45737334,-0.7571,-0.031,-0.0213,"No","No","No",11,"Yes"
"334","2007","FLO","NL",5,162,71,91,0.438,"N",30507000,429676.056338028,2476688987,82556299.5666667,0.0123,2431,1018794.31797614,29,15835500,1.0793,-0.043,0.006,"Yes","No","Yes",-1,"No"
"335","2008","FLO","NL",3,161,84,77,0.522,"N",21811500,259660.714285714,2684858670,89495289,0.0081,2428,1105790.22652389,30,-8695500,-0.285,0.084,-0.0042,"No","Yes","No",1,"Yes"
"336","2009","FLO","NL",2,162,87,75,0.537,"N",36834000,423379.310344828,2664726994,88824233.1333333,0.0138,2430,1096595.47078189,30,15022500,0.6887,0.015,0.0057,"Yes","Yes","Yes",0,"No"
"337","2010","FLO","NL",3,162,80,82,0.494,"N",57029719,712871.4875,2721359865,90711995.5,0.021,2430,1119901.17901235,26,20195719,0.5483,-0.043,0.0072,"Yes","No","Yes",-4,"No"
"338","2011","FLO","NL",5,162,72,90,0.444,"N",56944000,790888.888888889,2784505291,92816843.0333333,0.0205,2429,1146358.70358172,24,-85719,-0.0015,-0.05,-5e-04,"No","No","No",-2,"No"
"339","1985","HOU","NL",3,162,83,79,0.512,"N",9993051,120398.204819277,261964696,10075565.2307692,0.0381,2101,124685.719181342,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","1986","HOU","NL",1,162,96,66,0.593,"Y",9873276,102846.625,307854518,11840558.3846154,0.0321,2102,146457.905803996,20,-119775,-0.012,0.081,-0.00600000000000001,"No","Yes","No",6,"Yes"
"341","1987","HOU","NL",3,162,76,86,0.469,"N",12608371,165899.618421053,272575375,10483668.2692308,0.0463,2105,129489.489311164,8,2735095,0.277,-0.124,0.0142,"Yes","No","Yes",-12,"No"
"342","1988","HOU","NL",5,162,82,80,0.506,"N",12286167,149831.304878049,300452424,11555862.4615385,0.0409,2098,143208.972354623,14,-322204,-0.0256,0.037,-0.0054,"No","Yes","No",6,"Yes"
"343","1989","HOU","NL",3,162,86,76,0.531,"N",15029500,174761.627906977,359995711,13845988.8846154,0.0417,2103,171181.983357109,12,2743333,0.2233,0.025,0.000800000000000002,"Yes","Yes","Yes",-2,"No"
"344","1990","HOU","NL",4,162,75,87,0.463,"N",18330000,244400,443881193,17072353.5769231,0.0413,2105,210869.925415677,11,3300500,0.2196,-0.068,-0.000399999999999998,"Yes","No","No",-1,"No"
"345","1991","HOU","NL",6,162,65,97,0.401,"N",12852500,197730.769230769,613048418,23578785.3076923,0.021,2104,291372.822243346,25,-5477500,-0.2988,-0.062,-0.0203,"No","No","No",14,"Yes"
"346","1992","HOU","NL",4,162,81,81,0.5,"N",15407500,190216.049382716,805543323,30982435.5,0.0191,2106,382499.203703704,25,2555000,0.1988,0.099,-0.0019,"Yes","Yes","No",0,"No"
"347","1993","HOU","NL",3,162,85,77,0.525,"N",30210500,355417.647058824,901740134,32205004.7857143,0.0335,2268,397592.651675485,16,14803000,0.9608,0.025,0.0144,"Yes","Yes","Yes",-9,"No"
"348","1994","HOU","NL",2,115,66,49,0.574,"N",33126000,501909.090909091,927836287,33137010.25,0.0357,1599,580260.342088806,14,2915500,0.0965,0.0489999999999999,0.0022,"Yes","Yes","Yes",-2,"No"
"349","1995","HOU","NL",2,144,76,68,0.528,"N",34169834,449603.078947368,951469367,33981048.8214286,0.0359,2016,471959.01140873,15,1043834,0.0315,-0.0459999999999999,0.000199999999999999,"Yes","No","Yes",1,"Yes"
"350","1996","HOU","NL",2,162,82,80,0.506,"N",28487000,347402.43902439,956983550,34177983.9285714,0.0298,2266,422322.837599294,19,-5682834,-0.1663,-0.022,-0.0061,"No","No","No",4,"Yes"
"351","1997","HOU","NL",1,162,84,78,0.519,"Y",34777500,414017.857142857,1127285885,40260210.1785714,0.0309,2266,497478.325242718,20,6290500,0.2208,0.013,0.0011,"Yes","Yes","Yes",1,"Yes"
"352","1998","HOU","NL",1,162,102,60,0.63,"Y",42374000,415431.37254902,1278282871,42609429.0333333,0.0331,2430,526042.333744856,16,7596500,0.2184,0.111,0.0022,"Yes","Yes","Yes",-4,"No"
"353","1999","HOU","NL",1,162,97,65,0.599,"Y",54914000,566123.711340206,1494228750,49807625,0.0368,2427,615669.035846724,13,12540000,0.2959,-0.031,0.0037,"Yes","No","Yes",-3,"No"
"354","2000","HOU","NL",4,162,72,90,0.444,"N",51289111,712348.763888889,1666135102,55537836.7333333,0.0308,2428,686217.093080725,19,-3624889,-0.066,-0.155,-0.006,"No","No","No",6,"Yes"
"355","2001","HOU","NL",1,162,93,69,0.574,"Y",60612667,651749.107526882,1960663313,65355443.7666667,0.0309,2428,807521.957578254,17,9323556,0.1818,0.13,9.99999999999994e-05,"Yes","Yes","Yes",-2,"No"
"356","2002","HOU","NL",2,162,84,78,0.519,"N",63448417,755338.297619048,2024077522,67469250.7333333,0.0313,2425,834671.143092784,14,2835750,0.0468,-0.0549999999999999,0.000400000000000001,"Yes","No","Yes",-3,"No"
"357","2003","HOU","NL",2,162,87,75,0.537,"N",71040000,816551.724137931,2128262128,70942070.9333333,0.0334,2429,876188.607657472,14,7591583,0.1196,0.018,0.0021,"Yes","Yes","Yes",0,"No"
"358","2004","HOU","NL",2,162,92,70,0.568,"Y",75397000,819532.608695652,2070665943,69022198.1,0.0364,2428,852827.818369028,12,4357000,0.0613,0.0309999999999999,0.003,"Yes","Yes","Yes",-2,"No"
"359","2005","HOU","NL",2,163,89,73,0.549,"Y",76779000,862685.393258427,2188713398,72957113.2666667,0.0351,2430,900705.102057613,12,1382000,0.0183,-0.0189999999999999,-0.0013,"Yes","No","No",0,"No"
"360","2006","HOU","NL",2,162,82,80,0.506,"N",88694435,1081639.45121951,2321472617,77382420.5666667,0.0382,2429,955731.830794566,11,11915435,0.1552,-0.043,0.0031,"Yes","No","Yes",-1,"No"
"361","2007","HOU","NL",4,162,73,89,0.451,"N",87759000,1202178.08219178,2476688987,82556299.5666667,0.0354,2431,1018794.31797614,14,-935435,-0.0105,-0.055,-0.0028,"No","No","No",3,"Yes"
"362","2008","HOU","NL",3,161,86,75,0.534,"N",88930414,1034074.58139535,2684858670,89495289,0.0331,2428,1105790.22652389,14,1171414,0.0133,0.083,-0.0023,"Yes","Yes","No",0,"No"
"363","2009","HOU","NL",5,162,74,88,0.457,"N",102996414,1391843.43243243,2664726994,88824233.1333333,0.0387,2430,1096595.47078189,8,14066000,0.1582,-0.077,0.0056,"Yes","No","Yes",-6,"No"
"364","2010","HOU","NL",4,162,76,86,0.469,"N",92355500,1215203.94736842,2721359865,90711995.5,0.0339,2430,1119901.17901235,13,-10640914,-0.1033,0.012,-0.0048,"No","Yes","No",5,"Yes"
"365","2011","HOU","NL",6,162,56,106,0.346,"N",70694000,1262392.85714286,2784505291,92816843.0333333,0.0254,2429,1146358.70358172,20,-21661500,-0.2345,-0.123,-0.0085,"No","No","No",7,"Yes"
"366","2012","HOU","NL",6,162,55,107,0.34,"N",60651000,1102745.45454545,2932741192,97758039.7333333,0.0207,2430,1206889.37942387,28,-10043000,-0.1421,-0.00599999999999995,-0.0047,"No","No","No",8,"Yes"
"367","2013","HOU","AL",5,162,51,111,0.315,"N",17890700,350798.039215686,3034525648,101150854.933333,0.0059,2431,1248262.29864253,30,-42760300,-0.705,-0.025,-0.0148,"No","No","No",2,"Yes"
"368","2014","HOU","AL",4,162,70,92,0.432,"N",35116300,501661.428571429,3192317623,106410587.433333,0.011,2430,1313710.95596708,30,17225600,0.9628,0.117,0.0051,"Yes","Yes","Yes",0,"No"
"369","2015","HOU","AL",2,162,86,76,0.531,"Y",72256200,840188.372093023,3514142569,117138085.633333,0.0206,2429,1446744.57348703,26,37139900,1.0576,0.099,0.0096,"Yes","Yes","Yes",-4,"No"
"370","2016","HOU","AL",3,162,84,78,0.519,"N",94893700,1129686.9047619,3750137392,125004579.733333,0.0253,2427,1545174.03873094,21,22637500,0.3133,-0.012,0.0047,"Yes","No","Yes",-5,"No"
"371","1985","KCR","AL",1,162,91,71,0.562,"Y",9321179,102430.538461538,261964696,10075565.2307692,0.0356,2101,124685.719181342,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","1986","KCR","AL",3,162,76,86,0.469,"N",13043698,171627.605263158,307854518,11840558.3846154,0.0424,2102,146457.905803996,8,3722519,0.3994,-0.0930000000000001,0.0068,"Yes","No","Yes",-9,"No"
"373","1987","KCR","AL",2,162,83,79,0.512,"N",11828056,142506.698795181,272575375,10483668.2692308,0.0434,2105,129489.489311164,10,-1215642,-0.0932,0.043,0.001,"No","Yes","Yes",2,"Yes"
"374","1988","KCR","AL",3,161,84,77,0.522,"N",14556562,173292.404761905,300452424,11555862.4615385,0.0484,2098,143208.972354623,4,2728506,0.2307,0.01,0.005,"Yes","Yes","Yes",-6,"No"
"375","1989","KCR","AL",2,162,92,70,0.568,"N",18683568,203082.260869565,359995711,13845988.8846154,0.0519,2103,171181.983357109,3,4127006,0.2835,0.0459999999999999,0.0035,"Yes","Yes","Yes",-1,"No"
"376","1990","KCR","AL",6,161,75,86,0.466,"N",23361084,311481.12,443881193,17072353.5769231,0.0526,2105,210869.925415677,1,4677516,0.2504,-0.102,0.000699999999999999,"Yes","No","Yes",-2,"No"
"377","1991","KCR","AL",6,162,82,80,0.506,"N",26319834,320973.585365854,613048418,23578785.3076923,0.0429,2104,291372.822243346,8,2958750,0.1267,0.04,-0.0097,"Yes","Yes","No",7,"Yes"
"378","1992","KCR","AL",5,162,72,90,0.444,"N",33893834,470747.694444444,805543323,30982435.5,0.0421,2106,382499.203703704,11,7574000,0.2878,-0.062,-0.000800000000000002,"Yes","No","No",3,"Yes"
"379","1993","KCR","AL",3,162,84,78,0.519,"N",41346167,492216.273809524,901740134,32205004.7857143,0.0459,2268,397592.651675485,5,7452333,0.2199,0.075,0.0038,"Yes","Yes","Yes",-6,"No"
"380","1994","KCR","AL",3,115,64,51,0.557,"N",40541334,633458.34375,927836287,33137010.25,0.0437,1599,580260.342088806,7,-804833,-0.0195,0.038,-0.0022,"No","Yes","No",2,"Yes"
"381","1995","KCR","AL",2,144,70,74,0.486,"N",29532834,421897.628571429,951469367,33981048.8214286,0.031,2016,471959.01140873,20,-11008500,-0.2715,-0.0710000000000001,-0.0127,"No","No","No",13,"Yes"
"382","1996","KCR","AL",5,161,75,86,0.466,"N",20281250,270416.666666667,956983550,34177983.9285714,0.0212,2266,422322.837599294,27,-9251584,-0.3133,-0.02,-0.0098,"No","No","No",7,"Yes"
"383","1997","KCR","AL",5,161,67,94,0.416,"N",34655000,517238.805970149,1127285885,40260210.1785714,0.0307,2266,497478.325242718,21,14373750,0.7087,-0.05,0.0095,"Yes","No","Yes",-6,"No"
"384","1998","KCR","AL",3,161,72,89,0.447,"N",36862500,511979.166666667,1278282871,42609429.0333333,0.0288,2430,526042.333744856,20,2207500,0.0637,0.031,-0.0019,"Yes","Yes","No",-1,"No"
"385","1999","KCR","AL",4,161,64,97,0.398,"N",26225000,409765.625,1494228750,49807625,0.0176,2427,615669.035846724,24,-10637500,-0.2886,-0.049,-0.0112,"No","No","No",4,"Yes"
"386","2000","KCR","AL",4,162,77,85,0.475,"N",23433000,304324.675324675,1666135102,55537836.7333333,0.0141,2428,686217.093080725,28,-2792000,-0.1065,0.077,-0.0035,"No","Yes","No",4,"Yes"
"387","2001","KCR","AL",5,162,65,97,0.401,"N",35422500,544961.538461538,1960663313,65355443.7666667,0.0181,2428,807521.957578254,27,11989500,0.5117,-0.074,0.004,"Yes","No","Yes",-1,"No"
"388","2002","KCR","AL",4,162,62,100,0.383,"N",47257000,762209.677419355,2024077522,67469250.7333333,0.0233,2425,834671.143092784,22,11834500,0.3341,-0.018,0.0052,"Yes","No","Yes",-5,"No"
